ZS0288,66018.2031,41280.9536,434.4530
ZS0287,66018.2033,41280.9547,434.4526
ZS0286,66018.2033,41280.9548,434.4528
ZS0285,66018.2029,41280.9538,434.4537
ZS0284,66018.2028,41280.9533,434.4534
ZS0283,66018.2034,41280.9544,434.4525
ZS0282,66019.5054,41287.3575,434.9358
ZS0281,66019.5057,41287.3576,434.9358
ZS0280,66019.5054,41287.3574,434.9361
ZS0279,66019.5063,41287.3577,434.9331
ZS0278,66019.5063,41287.3572,434.9331
ZS0277,66023.4996,41305.3018,440.0212
ZS0276,66023.4997,41305.3025,440.0215
ZS0275,66023.4996,41305.3017,440.0216
ZS0274,66023.4992,41305.3016,440.0218
ZS0273,66023.4989,41305.3017,440.0222
ZS0272,66023.4992,41305.3020,440.0222
ZS0271,66030.7844,41396.0634,468.2827
ZS0270,66030.7841,41396.0630,468.2820
ZS0269,66030.7852,41396.0640,468.2829
ZS0268,66030.7852,41396.0636,468.2773
ZS0267,66030.7862,41396.0646,468.2775
ZS0266,66030.7861,41396.0642,468.2775
ZS0265,65965.2072,41337.6424,439.9358
ZS0264,65965.2068,41337.6418,439.9368
ZS0263,65965.2060,41337.6410,439.9384
ZS0262,65965.2059,41337.6411,439.9380
ZS0261,65965.2059,41337.6412,439.9387
ZS0260,65967.0664,41353.6973,440.1867
ZS0259,65967.0657,41353.6974,440.1871
ZS0258,65967.0663,41353.6983,440.1876
ZS0257,65967.0668,41353.6978,440.1824
ZS0256,65967.0669,41353.6980,440.1817
ZS0255,65967.0669,41353.6979,440.1832
ZS0254,66101.1242,41396.9160,467.1012
ZS0253,66101.1234,41396.9160,467.1005
ZS0252,66101.1245,41396.9160,467.1015
ZS0251,66101.1251,41396.9167,467.1002
ZS0250,66101.1244,41396.9166,467.1015
ZS0249,66101.1262,41396.9171,467.1016
ZS0248,65953.4468,41357.2454,440.9087
ZS0247,65953.4466,41357.2455,440.9106
ZS0246,65953.4457,41357.2440,440.9093
ZS0245,65953.4489,41357.2463,440.9013
ZS0244,65953.4492,41357.2473,440.9014
ZS0243,65953.4483,41357.2456,440.9029
ZS0242,66097.5700,41378.0768,466.2747
ZS0241,66097.5701,41378.0769,466.2736
ZS0240,66097.5697,41378.0770,466.2754
ZS0239,66097.5712,41378.0777,466.2774
ZS0238,66097.5708,41378.0773,466.2779
ZS0237,66097.5707,41378.0771,466.2783
ZS0236,65952.4268,41339.7739,440.4991
ZS0235,65952.4276,41339.7744,440.4988
ZS0234,65952.4264,41339.7727,440.5001
ZS0233,65952.4277,41339.7727,440.4907
ZS0232,65952.4277,41339.7730,440.4914
ZS0231,65952.4284,41339.7742,440.4909
ZS0230,66094.0707,41358.1721,458.7845
ZS0229,66094.0712,41358.1725,458.7850
ZS0228,66094.0707,41358.1722,458.7852
ZS0227,66094.0729,41358.1739,458.7862
ZS0226,66094.0721,41358.1735,458.7866
ZS0225,66094.0726,41358.1736,458.7861
ZS0224,66091.7164,41345.7946,458.4197
ZS0223,66091.7158,41345.7940,458.4199
ZS0222,66091.7164,41345.7945,458.4194
ZS0221,66091.7153,41345.7937,458.4180
ZS0220,66091.7158,41345.7934,458.4180
ZS0219,66091.7158,41345.7933,458.4182
ZS0218,65714.1869,41262.7439,444.7590
ZS0217,65714.1867,41262.7459,444.7604
ZS0216,65714.1869,41262.7452,444.7606
ZS0215,65714.1862,41262.7425,444.7641
ZS0214,65714.1860,41262.7436,444.7651
ZS0213,65714.1864,41262.7479,444.7639
ZS0212,66027.3350,41364.0598,461.4462
ZS0211,66027.3353,41364.0596,461.4453
ZS0210,66027.3355,41364.0604,461.4451
ZS0209,66027.3354,41364.0592,461.4413
ZS0208,66027.3350,41364.0591,461.4415
ZS0207,66027.3350,41364.0594,461.4420
ZS0206,65720.1952,41304.4810,460.0208
ZS0205,65720.1951,41304.4804,460.0197
ZS0204,65720.1951,41304.4803,460.0203
ZS0203,65720.1941,41304.4773,460.0212
ZS0202,65720.1946,41304.4800,460.0227
ZS0201,65720.1951,41304.4800,460.0240
ZS0200,65724.6993,41333.1706,460.7240
ZS0199,65724.6988,41333.1687,460.7252
ZS0198,65724.6993,41333.1729,460.7239
ZS0197,65724.6998,41333.1720,460.7117
ZS0196,65724.6990,41333.1680,460.7139
ZS0195,65724.7000,41333.1698,460.7146
ZS0194,65974.0197,41391.7384,457.2371
ZS0193,65974.0201,41391.7389,457.2386
ZS0192,65974.0209,41391.7390,457.2379
ZS0191,65974.0202,41391.7397,457.2406
ZS0190,65974.0207,41391.7404,457.2407
ZS0189,65974.0199,41391.7395,457.2408
ZS0188,65729.0299,41361.5546,461.9929
ZS0187,65729.0288,41361.5536,461.9901
ZS0186,65729.0301,41361.5565,461.9897
ZS0185,65729.0307,41361.5570,461.9756
ZS0184,65729.0308,41361.5576,461.9719
ZS0183,65729.0311,41361.5596,461.9756
ZS0182,65971.5169,41377.2362,457.1991
ZS0181,65971.5163,41377.2354,457.2000
ZS0180,65971.5179,41377.2375,457.2005
ZS0179,65971.5168,41377.2364,457.2028
ZS0178,65971.5170,41377.2365,457.2035
ZS0177,65971.5172,41377.2364,457.2028
ZS0176,65955.3442,41390.5702,457.0754
ZS0175,65955.3441,41390.5700,457.0739
ZS0174,65955.3433,41390.5688,457.0734
ZS0173,65955.3412,41390.5646,457.0670
ZS0172,65955.3443,41390.5691,457.0670
ZS0171,65955.3440,41390.5685,457.0661
ZS0170,65834.6222,41424.6666,470.6274
ZS0169,65834.6214,41424.6646,470.6275
ZS0168,65834.6224,41424.6666,470.6280
ZS0167,65834.6227,41424.6672,470.6389
ZS0166,65834.6232,41424.6680,470.6361
ZS0165,65834.6233,41424.6680,470.6368
ZS0164,65954.4345,41380.5252,457.0448
ZS0163,65954.4348,41380.5258,457.0448
ZS0162,65954.4348,41380.5255,457.0458
ZS0161,65954.4349,41380.5244,457.0355
ZS0160,65954.4348,41380.5246,457.0355
ZS0159,65954.4349,41380.5245,457.0350
ZS0158,65830.4365,41398.9018,470.3333
ZS0157,65830.4365,41398.9017,470.3341
ZS0156,65830.4362,41398.9016,470.3362
ZS0155,65830.4361,41398.9009,470.3420
ZS0154,65830.4378,41398.9042,470.3415
ZS0153,65830.4370,41398.9032,470.3423
ZS0152,65740.0485,41426.7284,470.0585
ZS0151,65740.0475,41426.7264,470.0589
ZS0150,65740.0474,41426.7255,470.0608
ZS0149,65740.0484,41426.7278,470.0420
ZS0148,65740.0484,41426.7267,470.0373
ZS0147,65740.0488,41426.7295,470.0397
ZS0146,65956.1957,41423.5655,474.9914
ZS0145,65956.1937,41423.5629,474.9913
ZS0144,65956.1952,41423.5649,474.9908
ZS0143,65956.1949,41423.5648,474.9958
ZS0142,65956.1946,41423.5649,474.9958
ZS0141,65956.1951,41423.5653,474.9951
ZS0140,65736.5344,41405.7813,470.2212
ZS0139,65736.5348,41405.7824,470.2205
ZS0138,65736.5356,41405.7845,470.2241
ZS0137,65736.5360,41405.7860,470.2065
ZS0136,65736.5354,41405.7846,470.2043
ZS0135,65736.5357,41405.7843,470.2042
ZS0134,65956.3738,41427.9479,475.0444
ZS0133,65956.3732,41427.9473,475.0453
ZS0132,65956.3743,41427.9478,475.0474
ZS0131,65956.3735,41427.9472,475.0507
ZS0130,65956.3725,41427.9465,475.0491
ZS0129,65956.3731,41427.9474,475.0502
ZS0128,65956.8603,41437.5964,475.1968
ZS0127,65956.8574,41437.5934,475.1981
ZS0126,65956.8588,41437.5953,475.1987
ZS0125,65956.8601,41437.5965,475.1981
ZS0124,65956.8572,41437.5932,475.1903
ZS0123,65956.8586,41437.5944,475.1891
ZS0122,65956.8591,41437.5953,475.1881
ZS0121,65978.2344,41421.9994,475.0634
ZS0120,65978.2329,41421.9977,475.0633
ZS0119,65978.2329,41421.9976,475.0634
ZS0118,65978.2338,41421.9992,475.0673
ZS0117,65978.2343,41421.9992,475.0672
ZS0116,65978.2335,41421.9979,475.0664
ZS0115,65680.9630,41469.4687,476.8073
ZS0114,65680.9644,41469.4711,476.8087
ZS0113,65680.9683,41469.4795,476.8066
ZS0112,65680.9658,41469.4742,476.7875
ZS0111,65680.9667,41469.4760,476.7862
ZS0110,65680.9650,41469.4726,476.7870
ZS0109,65978.4635,41424.2085,475.1101
ZS0108,65978.4640,41424.2092,475.1127
ZS0107,65978.4641,41424.2092,475.1147
ZS0106,65978.4642,41424.2093,475.1168
ZS0105,65978.4640,41424.2092,475.1152
ZS0104,65978.4639,41424.2087,475.1157
ZS0103,65980.0515,41434.8389,475.3622
ZS0102,65980.0499,41434.8372,475.3620
ZS0101,65980.0516,41434.8392,475.3619
ZS0100,65980.0509,41434.8376,475.3545
ZS0099,65980.0507,41434.8377,475.3540
ZS0098,65980.0515,41434.8386,475.3535
ZS0097,65744.8324,41451.2228,476.0920
ZS0096,65744.8330,41451.2243,476.0853
ZS0095,65744.8333,41451.2237,476.0895
ZS0094,65744.8324,41451.2231,476.0964
ZS0093,65744.8332,41451.2237,476.0958
ZS0092,66033.5044,41420.0115,475.0009
ZS0091,66033.5040,41420.0108,475.0032
ZS0090,66033.5046,41420.0114,475.0027
ZS0089,66033.5057,41420.0115,474.9964
ZS0088,66033.5042,41420.0107,474.9958
ZS0087,66033.5042,41420.0113,474.9975
ZS0086,65743.5292,41444.0065,476.5883
ZS0085,65743.5285,41444.0056,476.5882
ZS0084,65743.5290,41444.0060,476.5865
ZS0083,65743.5273,41444.0029,476.5931
ZS0082,65743.5285,41444.0053,476.5886
ZS0081,65743.5293,41444.0057,476.5895
ZS0080,66034.0802,41425.7268,475.0091
ZS0079,66034.0803,41425.7264,475.0096
ZS0078,66034.0798,41425.7264,475.0098
ZS0077,66034.0779,41425.7249,475.0034
ZS0076,66034.0788,41425.7258,475.0025
ZS0075,66034.0794,41425.7260,475.0030
ZS0074,65836.6459,41437.1210,475.7228
ZS0073,65836.6462,41437.1218,475.7235
ZS0072,65836.6469,41437.1228,475.7256
ZS0071,65836.6458,41437.1212,475.7305
ZS0070,65836.6473,41437.1236,475.7318
ZS0069,65836.6460,41437.1217,475.7297
ZS0068,65836.6458,41437.1215,475.7319
ZS0067,66104.1559,41413.4929,475.6280
ZS0066,66104.1563,41413.4927,475.6262
ZS0065,66104.1544,41413.4924,475.6280
ZS0064,66104.1527,41413.4921,475.6241
ZS0063,66104.1541,41413.4922,475.6231
ZS0062,66104.1542,41413.4921,475.6246
ZS0061,65837.1743,41440.6210,475.6890
ZS0060,65837.1732,41440.6195,475.6910
ZS0059,65837.1745,41440.6220,475.6870
ZS0058,65837.1729,41440.6189,475.6941
ZS0057,65837.1719,41440.6176,475.6947
ZS0056,65837.1726,41440.6186,475.6942
ZS0055,66106.8359,41428.9407,476.0323
ZS0054,66106.8333,41428.9392,476.0298
ZS0053,66106.8348,41428.9402,476.0325
ZS0052,66106.8335,41428.9404,476.0260
ZS0051,66106.8340,41428.9407,476.0255
ZS0050,66106.8335,41428.9412,476.0269
ZS0049,66108.5869,41439.1200,476.4848
ZS0048,66108.5849,41439.1192,476.4856
ZS0047,66108.5846,41439.1195,476.4861
ZS0046,66108.5846,41439.1193,476.4881
ZS0045,66108.5870,41439.1198,476.4880
ZS0044,66108.5867,41439.1197,476.4894
ZS043,65959.6173,41567.0685,491.8263
ZS042,65959.6168,41567.0684,491.8267
ZS041,65959.6170,41567.0684,491.8260
ZS040,65959.6174,41567.0677,491.8233
ZS039,65959.6175,41567.0673,491.8257
ZS038,65959.6171,41567.0680,491.8252
ZS037,65957.1545,41531.1734,490.9679
ZS036,65957.1538,41531.1739,490.9683
ZS035,65957.1548,41531.1732,490.9687
ZS034,65957.1549,41531.1726,490.9702
ZS033,65957.1546,41531.1726,490.9712
ZS032,65957.1545,41531.1738,490.9708
ZS031,65956.4589,41461.2566,488.9734
